,intent,prompt,completion
1445,Studies,What school did Charlie attend when he was a student?,He did his masters in control systems at Imperial College London.
1446,Studies,What school did Charlie attend for college?,Charlie did his Masters in Control Systems at Imperial College London after graduating from the University of Exeter.
1447,Studies,What school did Charlie attend for school?,He did his Masters in Control Systems at Imperial College London after graduating from the University of Exeter.
1448,Studies,What school did Charlie attend when he was younger?,He did his Masters in Control Systems at Imperial College London after going to the University of Exeter.
1449,Studies,Charlie went to a school for university.,Charlie did his Masters in Control Systems at Imperial College London after he graduated from the University of Exeter.
1450,Studies,Charlie went to school for university.,Charlie did his Masters in Control Systems at Imperial College London after attending the University of Exeter.
1451,Studies,What school did Charlie attend when he was a kid?,He did his Masters in Control Systems at Imperial College London after attending the University of Exeter.
1452,Studies,Where did Charlie study?,"Charlie studied at Pent Valley Technology College, the University of Exeter, and Imperial College London."
1453,Studies,Where did Charlie study?,"At Pent Valley Technology College, the University of Exeter, and Imperial College London, Charlie studied."
1454,Studies,Where did Charlie spend his time?,"Charlie attended Pent Valley Technology College, the University of Exeter, and Imperial College London."
1455,Studies,Where did Charlie go to study?,"Pent Valley Technology College, the University of Exeter, and Imperial College London were where Charlie studied."
1456,Studies,Where did Charlie do his research?,"He studied at Pent Valley Technology College, the University of Exeter, and Imperial College London."
1457,Studies,Where did Charlie research?,"Pent Valley Technology College, the University of Exeter, and Imperial College London are where Charlie studied."
1458,Studies,Where was Charlie studying?,"At Pent Valley Technology College, the University of Exeter and Imperial College London, Charlie studied."
1459,Studies,Where did Charlie go?,He studied at Pent Valley Technology College and Imperial College London.
1460,Studies,Where did Charlie read?,"Charlie attended Pent Valley Technology College, the University of Exeter and Imperial College London."
1461,Studies,Where did Charlie do his homework?,"Pent Valley Technology College, the University of Exeter and Imperial College London were where Charlie studied."
1462,Studies,Where did he study?,"Pent Valley Technology College, the University of Exeter, and Imperial College London were all where Charlie studied."
1463,Studies,What did Charlie study at University?,Charlie studied Mechanical Engineering at the University of Exeter and did his Masters in Control Systems at Imperial College London.
1464,Studies,Charlie studied at the University.,Charlie earned his masters degree in control systems from Imperial College London.
1465,Studies,What were Charlie's studies at the University?,Charlie received his masters degree in control systems from Imperial College London.
1466,Studies,Charlie studied at University.,"At Imperial College London, Charlie did his Masters in Control Systems."
1467,Studies,What were Charlie's studies at University?,Charlie earned his masters degree in control systems at Imperial College London.
1468,Studies,What did Charlie study?,Charlie did his masters in control systems at Imperial College London after studying mechanical engineering.
1469,Studies,What did Charlie do at the University?,Charlie did his Masters in Control Systems at Imperial College London after studying mechanical engineering.
1470,Studies,What did Charlie do while at the University?,"At Imperial College London, Charlie received his Masters in Control Systems."
1471,Studies,What did Charlie study at the University?,Charlie did his masters in control systems at Imperial College London after studying mechanical engineering at the University of Exeter.
1472,Studies,How did Charlie study at the University?,Charlie did his Masters in Control Systems at Imperial College London after studying mechanical engineering at the University of Exeter.
1473,Studies,What did Charlie do while at University?,Charlie did his Masters in Control Systems at Imperial College London and studied mechanical engineering.
1474,Studies,To what did Charlie devote his studies? ,Charlie has devoted his studies to mechanical engineering and control systems.
1475,Studies,What did Charlie do with his studies?,Charlie's studies have focused on mechanical engineering and control systems.
1476,Studies,What did Charlie spend his time on?,Charlie is interested in mechanical engineering and control systems.
1477,Studies,What did Charlie devote his time to?,Charlie's studies focus on mechanical engineering and control systems.
1478,Studies,How did Charlie spend his time?,Charlie studies mechanical engineering and control systems.
1479,Studies,Charlie devoted his studies.,His studies have focused on mechanical engineering and control systems.
1480,Studies,Charlie devoted his studies to what?,Charlie is studying mechanical engineering and control systems.
1481,Studies,Charlie spent his studies.,Charlie studied mechanical engineering and control systems.
1482,Studies,What did Charlie do to study?,Charlie's studies have been devoted to mechanical engineering and control systems.
